20161202 130624082,1.06763,1.06746,0
20161202 130630408,1.06766,1.06749,0
20161202 130630671,1.06764,1.06747,0
20161202 130631834,1.06761,1.06745,0
20161202 130632739,1.06767,1.0675,0
20161202 130640645,1.06769,1.06754,0
20161202 130644535,1.06767,1.0675,0
20161202 130646913,1.06764,1.06746,0
20161202 130650110,1.0676,1.06745,0
20161202 130652757,1.06764,1.06746,0
20161202 130654264,1.06767,1.06749,0
20161202 130658306,1.06769,1.06751,0
20161202 130659115,1.06771,1.06753,0
20161202 130659987,1.06779,1.06761,0
20161202 130700264,1.06786,1.06769,0
20161202 130700474,1.06783,1.06766,0
20161202 130707550,1.06783,1.06768,0
20161202 130707910,1.06785,1.06768,0
20161202 130708028,1.06786,1.0677,0
20161202 130708588,1.06789,1.06769,0
20161202 130709511,1.06793,1.06775,0
20161202 130709618,1.06795,1.06777,0
20161202 130709947,1.06798,1.06779,0
20161202 130710051,1.068,1.06782,0
20161202 130711832,1.06801,1.06785,0
20161202 130712086,1.068,1.06781,0
20161202 130713111,1.06797,1.0678,0
20161202 130715222,1.06793,1.06775,0
20161202 130717490,1.06791,1.06772,0
20161202 130724309,1.06793,1.06775,0
20161202 130726714,1.0679,1.06773,0
20161202 130733371,1.06787,1.06771,0
20161202 130735116,1.0679,1.06773,0
20161202 130738073,1.06792,1.06775,0
20161202 130739514,1.0679,1.06773,0
20161202 130739768,1.06787,1.06771,0
20161202 130741193,1.06785,1.06767,0
20161202 130742256,1.06787,1.0677,0
20161202 130743185,1.06783,1.06765,0
20161202 130744737,1.06786,1.06768,0
20161202 130748488,1.06783,1.06766,0
20161202 130750586,1.06778,1.06761,0
20161202 130751319,1.06776,1.06759,0
20161202 130751586,1.06779,1.06761,0
20161202 130754778,1.06776,1.06759,0
20161202 130755572,1.06778,1.06761,0
20161202 130756480,1.06778,1.06761,0
20161202 130756770,1.0678,1.06763,0
20161202 130757196,1.06778,1.0676,0
20161202 130757988,1.06775,1.06759,0
20161202 130759532,1.06773,1.06756,0
20161202 130800027,1.06776,1.06758,0
20161202 130800199,1.0678,1.06763,0
20161202 130800768,1.06778,1.06761,0
20161202 130800880,1.06776,1.06759,0
20161202 130807517,1.06782,1.06764,0
20161202 130807870,1.0678,1.06762,0
20161202 130808741,1.06786,1.06769,0
20161202 130808976,1.06788,1.06772,0
20161202 130809097,1.06786,1.0677,0
20161202 130812871,1.06784,1.06767,0
20161202 130813928,1.06781,1.06764,0
20161202 130814465,1.06778,1.06762,0
20161202 130824756,1.06773,1.06755,0
20161202 130824821,1.0677,1.06753,0
20161202 130825740,1.06777,1.06761,0
20161202 130827897,1.06774,1.06758,0
20161202 130828388,1.06771,1.06755,0
20161202 130831028,1.06769,1.06751,0
20161202 130831340,1.06772,1.06754,0
20161202 130831963,1.06769,1.06752,0
20161202 130833941,1.06766,1.0675,0
20161202 130841932,1.06768,1.06752,0
20161202 130842157,1.06773,1.06757,0
20161202 130845294,1.06767,1.06748,0
20161202 130845421,1.06762,1.06742,0
20161202 130845805,1.06762,1.06742,0
20161202 130851081,1.06758,1.06741,0
20161202 130859498,1.06756,1.06739,0
20161202 130859592,1.06751,1.06733,0
20161202 130903649,1.06748,1.06732,0
20161202 130904289,1.0675,1.06735,0
20161202 130906296,1.06744,1.06727,0
20161202 130906512,1.06744,1.06727,0
20161202 130906595,1.06742,1.06724,0
20161202 130918512,1.06739,1.06723,0
20161202 130918755,1.0673,1.06711,0
20161202 130919730,1.06728,1.06713,0
20161202 130921712,1.06732,1.06714,0
20161202 130923987,1.06729,1.06711,0
20161202 130926370,1.06731,1.06714,0
20161202 130928539,1.06721,1.06703,0
20161202 130937776,1.06722,1.06703,0
20161202 130950251,1.06729,1.06711,0
20161202 130959773,1.06731,1.06715,0
20161202 131000043,1.06736,1.0672,0
20161202 131000158,1.06738,1.06722,0
20161202 131002317,1.06741,1.06724,0
20161202 131002642,1.06745,1.06729,0
20161202 131003695,1.06747,1.06732,0
